Agency,Platform,Url,Date_Sampled,Likes_Followers_Visits_Downloads
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,2011-10-27,310
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,2011-10-27,329
SICB1,Facebook,https://www.facebook.com/CB1SI,2011-10-27,321
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2011-10-27,343
DCA,Facebook,http://www.facebook.com/NYCDCA,2011-10-27,348
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,2011-10-27,349
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,2011-10-27,357
NYCHA,Facebook,http://www.facebook.com/NYCHA,2011-10-27,496
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,2011-10-27,547
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,2011-10-27,641
Culture,Facebook,https://www.facebook.com/piypnyc,2011-10-27,689
SBS,Facebook,http://www.facebook.com/NYCBusiness,2011-10-27,743
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,2011-10-27,779
DOT,Facebook,http://www.facebook.com/YouTheManNYC,2011-10-27,873
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,2011-10-27,927
HHC,Facebook,http://www.facebook.com/nychhc,2011-10-27,987
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,2011-10-27,1090
GreeNYC,Facebook,https://www.facebook.com/birdienyc,2011-10-27,1144
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,2011-10-27,1272
DOH,Facebook,http://www.facebook.com/NYCKnows,2011-10-27,1542
DOE,Facebook,http://www.facebook.com/nycgrads,2011-10-27,1837
DEP,Facebook,http://www.facebook.com/nycwater,2011-10-27,2018
MOME,Facebook,https://www.facebook.com/NYCMedia,2011-10-27,2424
EDC,Facebook,http://www.facebook.com/NYCEDC,2011-10-27,2688
SBS - Workforce1,Facebook,http://www.facebook.com/nycworkforce1,2011-10-27,2398
DOT,Facebook,http://www.facebook.com/NYCDOT,2011-10-27,3181
EDC,Facebook,http://www.facebook.com/AppSciNYC,2011-10-27,3442
DYCD,Facebook,http://www.facebook.com/nycyouth,2011-10-27,4161
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,2011-10-27,4551
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,2011-10-27,4316
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,2011-10-27,4641
NYCService,Facebook,http://www.facebook.com/nycservice,2011-10-27,5124
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,2011-10-27,5857
DOH,Facebook,http://www.facebook.com/nycquits,2011-10-27,6548
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,2011-10-27,7348
DOE,Facebook,http://www.facebook.com/fundforpublicschools,2011-10-27,8160
DPR,Facebook,http://www.facebook.com/nycparks,2011-10-27,11422
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,2011-10-27,13300
DOE,Facebook,http://www.facebook.com/NYCschools,2011-10-27,17385
DOH,Facebook,http://www.facebook.com/NYCcondom,2011-10-27,17512
NYC & Co,Facebook,http://www.facebook.com/nycgo,2011-10-27,23563
FDNY,Facebook,http://www.facebook.com/FDNYhome,2011-10-27,62443
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2011-10-27,11
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,2011-10-27,
DOB,Facebook,http://www.facebook.com/NYCBuildings,2011-10-27,804
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,2011-10-27,60
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,2011-10-27,36
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,2011-10-27,
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,2011-10-27,
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,2011-10-27,
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,2011-10-27,7
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,2011-10-27,
MOME,Facebook,http://www.facebook.com/NYCMINY,2011-10-27,
NYC Gov,Facebook,http://www.facebook.com/nycgov,2011-10-27,
NYCCFB,Facebook,http://www.facebook.com/nycvotes,2011-10-27,
NYPD,Facebook,https://www.facebook.com/NYPD,2011-10-27,
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,2011-10-27,
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,2011-10-27,
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,2011-10-27,
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,2011-10-27,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,2011-10-27,207
DEP,Flickr,http://www.flickr.com/photos/nycep,2011-10-27,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,2011-10-27,
DOE,Flickr,http://www.flickr.com/photos/nycschools,2011-10-27,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,2011-10-27,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,2011-10-27,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,2011-10-27,
DSNY,Flickr,http://flickr.com/nycrecyclemore,2011-10-27,
EDC,Flickr,http://www.flickr.com/nycedc,2011-10-27,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,2011-10-27,
HHC,Flickr,http://www.flickr.com/hhcnyc,2011-10-27,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,2011-10-27,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,2011-10-27,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,2011-10-27,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,2011-10-27,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,2011-10-27,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,2011-10-27,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,2011-10-27,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,2011-10-27,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,2011-10-27,
HRA,Flickr,http://www.flickr.com/people/nychra/,2011-10-27,
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,2011-10-27,
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,2011-10-27,65
DOH,Foursquare,https://foursquare.com/nychealthy,2011-10-27,23
DOT,Foursquare,http://foursquare.com/user/7474166,2011-10-27,3
DPR,Foursquare,https://foursquare.com/nycparks,2011-10-27,7774
EDC,Foursquare,https://foursquare.com/user/3045331,2011-10-27,1
FDNY,Foursquare,https://foursquare.com/fdny,2011-10-27,
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,2011-10-27,
NYC Gov,Foursquare,http://foursquare.com/nycgov,2011-10-27,
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,2011-10-27,
NYCHA,Foursquare,https://foursquare.com/nycha,2011-10-27,289
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,2011-10-27,
DOT,Instagram,http://web.stagram.com/n/nyc_dot,2011-10-27,
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,2011-10-27,
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,2011-10-27,
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,2011-10-27,
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,2011-10-27,
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,2011-10-27,
DOT,iPhone app,You The Man,2011-10-27,
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,2011-10-27,
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,2011-10-27,
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,2011-10-27,
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,2011-10-27,208
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,2011-10-27,1281
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,2011-10-27,14081
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,2011-10-27,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,2011-10-27,
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,2011-10-27,
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,2011-10-27,
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,2011-10-27,
SBS,Linked-In,http://www.linkedin.com/company/workforce1,2011-10-27,99
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,2011-10-27,107
DOE,Newsletter,,2011-10-27,
NYC Digital: external newsletter,Newsletter,,2011-10-27,
NYC Gov,Newsletter,0,2011-10-27,616465
NYCHA,Newsletter,,2011-10-27,
OEM,Newsletter,,2011-10-27,
,nyc.gov,2800000,2011-10-27,
nycgov,Pinterest,http://pinterest.com/nycgov,2011-10-27,
DOH,Pinterest,http://pinterest.com/nychealth,2011-10-27,
FDNY,Pinterest,http://pinterest.com/fdnyhome/,2011-10-27,
DRIS,Pinterest,http://pinterest.com/recordsnyc,2011-10-27,
DOE,SMS,877877,2011-10-27,
NYCHA,SMS,,2011-10-27,
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2011-10-27,1029
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,2011-10-27,
DOB,Tumblr,http://nycbuildings.tumblr.com,2011-10-27,
DOH,Tumblr,http://nychealth.tumblr.com/,2011-10-27,
DOH,Tumblr,http://mygooddognyc.tumblr.com/,2011-10-27,
DOT,Tumblr,http://thedailypothole.tumblr.com,2011-10-27,
EDC,Tumblr,http://nycedc.tumblr.com/,2011-10-27,
HRA,Tumblr,http://nycdads.tumblr.com,2011-10-27,
NYC & Co,Tumblr,nycgo.tumblr.com,2011-10-27,
NYC Digital,Tumblr,madeinny.tumblr.com,2011-10-27,
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2011-10-27,
NYC Gov,Tumblr,nycgov.tumblr.com,2011-10-27,
OEM,Tumblr,http://nyccert.tumblr.com/,2011-10-27,
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,2011-10-27,
OMB,Tumblr,http://nycarra.tumblr.com,2011-10-27,
TLC,Tumblr,http://nyctlc.tumblr.com/,2011-10-27,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,2011-10-27,
DOITT,Tumblr,http://nycdoitt.tumblr.com/,2011-10-27,
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com,2011-10-27,
FDNY,Tumblr,http://fdny.tumblr.com/,2011-10-27,
SBS,Tumblr,http://nycheighborhoods.tumblr.com,2011-10-27,
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,2011-10-27,4
SBS,Twitter,https://twitter.com/NYCWorkforce1,2011-10-27,88
City Store,Twitter,http://twitter.com/citystorenyc,2011-10-27,59
LPC,Twitter,https://twitter.com/NYCLPC,2011-10-27,100
DOE,Twitter,http://twitter.com/alumny,2011-10-27,108
OEM,Twitter,http://twitter.com/NYCOEM,2011-10-27,131
NYC & Co,Twitter,http://twitter.com/nycgoshop,2011-10-27,198
LMEC,Twitter,http://twitter.com/nyclmew,2011-10-27,228
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,2011-10-27,172
HRA,Twitter,http://twitter.com/nychra,2011-10-27,258
NYC Digital,Twitter,http://twitter.com/nycdigital,2011-10-27,248
energyNYC,Twitter,http://twitter.com/energy_nyc,2011-10-27,228
DFTA,Twitter,http://twitter.com/NYCaging,2011-10-27,297
DOE,Twitter,http://twitter.com/TheFundforPS,2011-10-27,265
MOPD,Twitter,http://twitter.com/nyc_mopd,2011-10-27,349
NYCCFB,Twitter,http://twitter.com/NYCCFB,2011-10-27,317
EDC,Twitter,http://twitter.com/AppSciNYC,2011-10-27,466
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,2011-10-27,450
DOE,Twitter,http://twitter.com/nyctf,2011-10-27,480
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,2011-10-27,473
City Charter,Twitter,http://twitter.com/CityCharterNYC,2011-10-27,575
DFTA,Twitter,http://www.twitter.com/timebanksnyc,2011-10-27,654
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,2011-10-27,840
MOME,Twitter,http://www.twitter.com/madeinny,2011-10-27,1024
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,2011-10-27,1080
DOI,Twitter,http://twitter.com/DOINews,2011-10-27,1264
DCA,Twitter,http://twitter.com/nycdca,2011-10-27,1277
DOE,Twitter,http://twitter.com/iteachnyc,2011-10-27,1272
CAU,Twitter,www.twitter.com/mayorscau,2011-10-27,1377
HHC,Twitter,http://twitter.com/HHCnyc,2011-10-27,1525
MOIA,Twitter,https://twitter.com/NYCimmigrants,2011-10-27,1524
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,2011-10-27,1986
DEP,Twitter,http://twitter.com/nycwater,2011-10-27,2080
DOITT,Twitter,http://twitter.com/nycdoitt,2011-10-27,2150
PlaNYC,Twitter,http://twitter.com/PlaNYC,2011-10-27,2170
DYCD,Twitter,http://twitter.com/nycyouth,2011-10-27,2196
NYCService,Twitter,http://twitter.com/nycservice,2011-10-27,2274
TLC,Twitter,http://twitter.com/NYCTaxi,2011-10-27,2351
DOB,Twitter,http://twitter.com/nyc_buildings,2011-10-27,2562
NYCHA,Twitter,http://twitter.com/NYCHA,2011-10-27,3033
MOME,Twitter,http://www.twitter.com/nyc_media,2011-10-27,5164
EDC,Twitter,http://twitter.com/nycedc,2011-10-27,5402
DOH,Twitter,http://twitter.com/nycHealthy,2011-10-27,5698
NYC Digital,Twitter,http://twitter.com/nycgov,2011-10-27,7600
311,Twitter,http://www.twitter.com/NYCASP,2011-10-27,8275
DOT,Twitter,http://twitter.com/NYC_DOT,2011-10-27,11622
FDNY,Twitter,http://www.twitter.com/FDNY,2011-10-27,16989
DOE,Twitter,http://twitter.com/NYCSchools,2011-10-27,17920
DPR,Twitter,http://twitter.com/NYCParks,2011-10-27,18190
NYPD,Twitter,http://twitter.com/NYPDnews,2011-10-27,21861
311,Twitter,http://www.twitter.com/311NYC,2011-10-27,22047
OEM,Twitter,http://twitter.com/NotifyNYC,2011-10-27,34011
NYC & Co,Twitter,http://twitter.com/nycgo,2011-10-27,43300
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,2011-10-27,55352
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,2011-10-27,588
DHS,Twitter,www.twitter.com/nycdhs,2011-10-27,69
DOF,Twitter,https://twitter.com/nycfinance,2011-10-27,
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,2011-10-27,
DSNY,Twitter,www.twitter.com/nycrecycles,2011-10-27,6
FDNY,Twitter,https://twitter.com/joinFDNY,2011-10-27,
Materials for the Arts,Twitter,https://twitter.com/mftanyc,2011-10-27,
MOAE,Twitter,http://twitter.com/youcantoonyc,2011-10-27,1
NYC Digital,Twitter,https://twitter.com/nycgob,2011-10-27,
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,2011-10-27,
NYCCFB,Twitter,http://twitter.com/NYCVotes,2011-10-27,
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,2011-10-27,69
Prob,Twitter,www.twitter.com/nycprobation,2011-10-27,4
Vets,Twitter,http://twitter.com/NYCVeterans,2011-10-27,126
DRIS,Twitter,https://twitter.com/NYCRecords,2011-10-27,
YMI,Twitter,http://www.twitter.com/nycyoungmen,2011-10-27,
DOE,Vimeo,http://vimeo.com/nycschools,2011-10-27,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,2011-10-27,
311,WordPress,http://311nyc.wordpress.com/,2011-10-27,
DOITT,WordPress,http://nycitymap.wordpress.com/,2011-10-27,
DOITT,WordPress,http://nycitt.wordpress.com/,2011-10-27,
HHS,WordPress,http://hsdatanyc.wordpress.com/,2011-10-27,
HHS,WordPress,http://hsdata-nyc.org,2011-10-27,
LMEC,WordPress,http://lmew.wordpress.com/,2011-10-27,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,2011-10-27,
MOIA,WordPress,http://ihwnyc.wordpress.com,2011-10-27,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,2011-10-27,
SBS,WordPress,http://workforce1.org,2011-10-27,
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,2011-10-27,
DOE,YouTube,http://www.youtube.com/thefundforps,2011-10-27,
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,2011-10-27,
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,2011-10-27,
Probation,YouTube,http://www.youtube.com/NYCProbation,2011-10-27,
DOITT,YouTube,http://www.youtube.com/doittnews,2011-10-27,
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,2011-10-27,
HRA,YouTube,http://www.youtube.com/user/HRANYC,2011-10-27,
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,2011-10-27,
HHC,YouTube,http://www.youtube.com/HHCnyc,2011-10-27,
DOE,YouTube,http://www.youtube.com/nycschools,2011-10-27,
DYCD,YouTube,http://www.youtube.com/dycdnyc,2011-10-27,
OEM,YouTube,http://www.youtube.com/nycoem,2011-10-27,
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,2011-10-27,
EDC,YouTube,http://www.youtube.com/NYCEDC,2011-10-27,
MOME,YouTube,http://www.youtube.com/nycmedia25,2011-10-27,
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,2011-10-27,
DOT,YouTube,http://www.youtube.com/NYCDOT,2011-10-27,
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,2011-10-27,
NYPD,YouTube,http://www.youtube.com/nypd,2011-10-27,
DOH,YouTube,http://www.youtube.com/NYCHealth,2011-10-27,
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,2011-10-27,
Child Services,Youtube,http://www.youtube.com/user/childservices,2011-10-27,
DCA,YouTube,http://www.youtube.com/nycdca,2011-10-27,
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,2011-10-27,
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,2011-10-27,
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,2011-10-27,
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,2011-10-27,
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,2011-10-27,
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,2011-10-27,
NYC Gov,YouTube,http://www.youtube.com/nycgov,2011-10-27,
NYC Water,Youtube,http://www.youtube.com/nycwater,2011-10-27,
Veteran's Affairs,Youtube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,2011-10-27,
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,2011-10-27,
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,2011-10-27,475
nycgov,Google+,https://plus.google.com/u/0/b/104030911277642419611/104030911277642419611/posts/p/pub,2011-10-27,
TOTAL,TOTAL,TOTAL,2011-10-27,1238744
DOH,Android,Condom Finder,2011-11-17,
DOT,Android,You The Man,2011-11-17,
MOME,Android,MiNY Venor app,2011-11-17,313
DOT,Broadcastr,,2011-11-17,
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,2011-11-17,
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,2011-11-17,3
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,2011-11-17,40
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,2011-11-17,58
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,2011-11-17,115
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,2011-11-17,138
MOIA,Facebook,http://www.facebook.com/ihwnyc,2011-11-17,127
City Store,Facebook,http://www.facebook.com/citystorenyc,2011-11-17,157
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,2011-11-17,297
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,2011-11-17,210
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,2011-11-17,225
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,2011-11-17,212
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,2011-11-17,269
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,2011-11-17,230
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,2011-11-17,230
DFTA,Facebook,http://www.facebook.com/timebanksnyc,2011-11-17,246
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,2011-11-17,274
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,2011-11-17,274
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,2011-11-17,282
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2011-11-17,280
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,2011-11-17,275
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,2011-11-17,284
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,2011-11-17,305
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,2011-11-17,294
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,2011-11-17,354
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,2011-11-17,351
SICB1,Facebook,https://www.facebook.com/CB1SI,2011-11-17,325
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2011-11-17,352
DCA,Facebook,http://www.facebook.com/NYCDCA,2011-11-17,361
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,2011-11-17,371
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,2011-11-17,383
NYCHA,Facebook,http://www.facebook.com/NYCHA,2011-11-17,537
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,2011-11-17,606
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,2011-11-17,782
Culture,Facebook,https://www.facebook.com/piypnyc,2011-11-17,693
SBS,Facebook,http://www.facebook.com/NYCBusiness,2011-11-17,775
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,2011-11-17,789
DOT,Facebook,http://www.facebook.com/YouTheManNYC,2011-11-17,873
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,2011-11-17,969
HHC,Facebook,http://www.facebook.com/nychhc,2011-11-17,997
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,2011-11-17,1096
GreeNYC,Facebook,https://www.facebook.com/birdienyc,2011-11-17,1203
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,2011-11-17,1295
DOH,Facebook,http://www.facebook.com/NYCKnows,2011-11-17,1560
DOE,Facebook,http://www.facebook.com/nycgrads,2011-11-17,1840
DEP,Facebook,http://www.facebook.com/nycwater,2011-11-17,2059
MOME,Facebook,https://www.facebook.com/NYCMedia,2011-11-17,2484
EDC,Facebook,http://www.facebook.com/NYCEDC,2011-11-17,2748
SBS - Workforce1,Facebook,http://www.facebook.com/nycworkforce1,2011-11-17,3501
DOT,Facebook,http://www.facebook.com/NYCDOT,2011-11-17,3267
EDC,Facebook,http://www.facebook.com/AppSciNYC,2011-11-17,3503
DYCD,Facebook,http://www.facebook.com/nycyouth,2011-11-17,4182
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,2011-11-17,5927
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,2011-11-17,4403
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,2011-11-17,4727
NYCService,Facebook,http://www.facebook.com/nycservice,2011-11-17,5171
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,2011-11-17,5991
DOH,Facebook,http://www.facebook.com/nycquits,2011-11-17,6576
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,2011-11-17,7389
DOE,Facebook,http://www.facebook.com/fundforpublicschools,2011-11-17,8206
DPR,Facebook,http://www.facebook.com/nycparks,2011-11-17,11756
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,2011-11-17,13389
DOE,Facebook,http://www.facebook.com/NYCschools,2011-11-17,17742
DOH,Facebook,http://www.facebook.com/NYCcondom,2011-11-17,17549
NYC & Co,Facebook,http://www.facebook.com/nycgo,2011-11-17,24521
FDNY,Facebook,http://www.facebook.com/FDNYhome,2011-11-17,63634
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2011-11-17,12
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,2011-11-17,
DOB,Facebook,http://www.facebook.com/NYCBuildings,2011-11-17,824
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,2011-11-17,64
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,2011-11-17,45
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,2011-11-17,
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,2011-11-17,13
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,2011-11-17,
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,2011-11-17,10
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,2011-11-17,
MOME,Facebook,http://www.facebook.com/NYCMINY,2011-11-17,
NYC Gov,Facebook,http://www.facebook.com/nycgov,2011-11-17,
NYCCFB,Facebook,http://www.facebook.com/nycvotes,2011-11-17,
NYPD,Facebook,https://www.facebook.com/NYPD,2011-11-17,
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,2011-11-17,
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,2011-11-17,
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,2011-11-17,
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,2011-11-17,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,2011-11-17,212
DEP,Flickr,http://www.flickr.com/photos/nycep,2011-11-17,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,2011-11-17,
DOE,Flickr,http://www.flickr.com/photos/nycschools,2011-11-17,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,2011-11-17,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,2011-11-17,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,2011-11-17,
DSNY,Flickr,http://flickr.com/nycrecyclemore,2011-11-17,
